bank_id;card_id;transaction_date;amount;designation;founding_date;name;card_type;branch_id;branch_location
139;757;2024-06-17;7000,0;Banco Atlantico;2023-07-22;Corporate Mastercard;business credit;173,0;Braga - Centro
45;352;2025-03-30;2651,8;Credito Nacional;2024-03-08;Premium Black Mastercard;premium credit;;Braga - Centro
341;221;2033-01-01;67,91;Banco Horizonte;2024-10-17;Visa Electron;debit;179,0;Leiria - Centro
48;819;2026-06-08;2606,74;Nova Caixa;2024-06-01;Platinum Visa;premium credit;;Lisboa - Saldanha
229;674;2031-07-19;82,84;Banco Atlantico;2021-11-21;Student Debit;debit;;Porto - Boavista
435;292;2031-11-10;1391,9;Credito Nacional;2023-11-11;Platinum Visa;premium credit;36,0;Faro - Centro
271;92;2028-09-27;52,85;Banco Atlantico;2024-08-11;Business Debit;debit;;Guimaraes - Centro
289;276;2032-12-10;2331,62;Banco Atlantico;2025-05-09;Infinite Visa;premium credit;;Lisboa - Saldanha
327;540;2026-07-27;149,3;Credito Nacional;2025-05-02;Prepaid Travel Card;prepaid;;Setubal - Avenida Luisa Todi
262;926;2025-10-22;3605,28;FinPrime Bank;2021-11-03;Business Gold Mastercard;business credit;;Faro - Centro
24;442;2025-03-03;88,64;Nova Caixa;2023-01-01;Visa Electron;debit;;Setubal - Avenida Luisa Todi
206;865;2024-11-13;132,59;Lusitania Bank;2024-06-20;Green Debit Card;debit;;Setubal - Avenida Luisa Todi
44;462;2023-08-22;2113,5;Lusitania Bank;2022-09-26;Platinum Visa;premium credit;;Setubal - Avenida Luisa Todi
480;620;2025-11-12;2112,73;Nova Caixa;2021-03-25;Business Gold Mastercard;business credit;;Coimbra - Baixa
144;549;2033-02-11;99,91;Nova Caixa;2025-05-31;Debit Plus;debit;129,0;Leiria - Centro
144;549;2028-10-06;155,93;Nova Caixa;2025-05-31;Debit Plus;debit;194,0;Aveiro - Forum
243;190;2030-11-14;1758,22;Credito Nacional;2023-03-29;Platinum Visa;premium credit;68,0;Viseu - Rossio
246;993;2025-01-12;180,0;Nova Caixa;2021-11-04;Business Debit;debit;;Faro - Centro
339;449;2025-05-02;97,97;Credito Nacional;2024-07-28;Business Debit;debit;69,0;Leiria - Centro
417;477;2031-09-03;677,41;Credito Nacional;2025-06-28;Golden Visa;credit;;Faro - Centro
363;426;2025-07-11;592,34;Credito Nacional;2023-01-16;Golden Visa;credit;;Leiria - Centro
14;216;2034-03-31;2525,41;Lusitania Bank;2024-06-15;Premium Black Mastercard;premium credit;153,0;Braga - Centro
14;216;2025-11-09;2185,77;Lusitania Bank;2024-06-15;Premium Black Mastercard;premium credit;189,0;Leiria - Centro
199;824;2028-08-17;1879,49;Banco Atlantico;2024-09-10;Business Gold Mastercard;business credit;;Guimaraes - Centro
432;343;2032-10-15;4500,0;Nova Caixa;2024-12-10;Platinum Visa;premium credit;2,0;Lisboa - Saldanha
432;343;2034-07-16;1935,39;Nova Caixa;2024-12-10;Platinum Visa;premium credit;45,0;Coimbra - Baixa
310;761;2023-07-20;600,0;FinPrime Bank;2023-01-07;Prepaid Travel Card;prepaid;;Lisboa - Saldanha
467;732;2031-08-07;469,3;Banco Horizonte;2022-09-01;Golden Visa;credit;;Porto - Boavista
113;263;2032-06-28;5782,13;Banco Horizonte;2026-02-15;Business Gold Mastercard;business credit;;Guimaraes - Centro
218;100;2024-03-10;180,0;Lusitania Bank;2023-03-28;Green Debit Card;debit;;Guimaraes - Centro
491;406;2022-11-17;174,78;Banco Horizonte;2021-10-25;Green Debit Card;debit;;Porto - Boavista
442;176;2033-06-27;112,99;FinPrime Bank;2025-02-28;Everyday Debit;debit;;Setubal - Avenida Luisa Todi
274;763;2021-12-07;152,23;FinPrime Bank;2021-07-09;Green Debit Card;debit;;Faro - Centro
313;780;2024-06-23;116,91;Banco Atlantico;2023-12-30;Green Debit Card;debit;;Viseu - Rossio
412;296;2026-09-28;55,25;FinPrime Bank;2024-09-29;Business Debit;debit;;Aveiro - Forum
110;657;2026-04-20;113,72;Lusitania Bank;2024-10-07;Student Debit;debit;;Lisboa - Saldanha
332;482;2027-03-03;53,61;Lusitania Bank;2023-12-23;Everyday Debit;debit;26,0;Faro - Centro
190;908;2031-01-21;50,13;FinPrime Bank;2025-08-23;Business Debit;debit;;Aveiro - Forum
268;71;2028-05-17;2633,92;FinPrime Bank;2021-02-23;Platinum Visa;premium credit;;Guimaraes - Centro
111;584;2028-09-13;68,84;Credito Nacional;2024-11-16;Everyday Debit;debit;;Lisboa - Saldanha
170;405;2025-03-03;1600,0;Lusitania Bank;2024-08-09;Silver Mastercard;credit;;Braga - Centro
392;424;2023-03-23;1600,0;Lusitania Bank;2022-10-22;Gold Mastercard;credit;;Viseu - Rossio
424;24;2024-12-29;180,0;FinPrime Bank;2021-03-22;Business Debit;debit;;Guimaraes - Centro
259;27;2028-01-25;409,53;Banco Atlantico;2025-12-07;Travel Rewards Visa;credit;;Aveiro - Forum
402;367;2023-11-20;460,34;Nova Caixa;2023-01-24;Travel Rewards Visa;credit;12,0;Lisboa - Saldanha
100;223;2024-08-07;1250,61;FinPrime Bank;2023-08-25;Classic Visa;credit;;Lisboa - Saldanha
215;858;2027-08-03;3052,43;Banco Horizonte;2023-02-18;Business Gold Mastercard;business credit;;Braga - Centro
58;166;2024-03-21;215,93;FinPrime Bank;2024-02-18;Prepaid Travel Card;prepaid;;Porto - Boavista
56;251;2035-08-14;255,96;Lusitania Bank;2025-10-26;Prepaid Travel Card;prepaid;;Lisboa - Saldanha
212;920;2034-08-30;781,18;Lusitania Bank;2025-01-15;Classic Visa;credit;;Setubal - Avenida Luisa Todi
404;693;2025-01-27;431,69;Lusitania Bank;2022-01-04;Prepaid Travel Card;prepaid;;Setubal - Avenida Luisa Todi
188;939;2023-12-15;924,97;Lusitania Bank;2023-04-18;Infinite Visa;premium credit;;Leiria - Centro
331;223;2024-06-03;993,36;Banco Atlantico;2023-06-08;Classic Visa;credit;;Setubal - Avenida Luisa Todi
144;477;2027-02-05;735,88;Nova Caixa;2025-05-31;Golden Visa;credit;129,0;Leiria - Centro
144;477;2031-10-09;544,96;Nova Caixa;2025-05-31;Golden Visa;credit;194,0;Aveiro - Forum
17;595;2024-03-17;180,0;Banco Horizonte;2021-08-19;Visa Electron;debit;;Setubal - Avenida Luisa Todi
305;501;2027-07-20;2883,94;Banco Horizonte;2025-12-24;Business Gold Mastercard;business credit;;Lisboa - Saldanha
2;617;2029-01-19;77,91;Lusitania Bank;2024-12-01;Debit Plus;debit;190,0;Setubal - Avenida Luisa Todi
259;476;2032-01-15;80,44;Banco Atlantico;2025-12-07;Visa Electron;debit;;Aveiro - Forum
15;243;2025-09-26;180,0;Credito Nacional;2022-07-06;Debit Plus;debit;;Porto - Boavista
27;938;2026-02-16;2417,89;Credito Nacional;2023-01-27;Platinum Visa;premium credit;;Aveiro - Forum
400;491;2033-05-14;89,34;FinPrime Bank;2025-11-19;Green Debit Card;debit;;Aveiro - Forum
232;487;2025-04-07;143,9;FinPrime Bank;2021-03-07;Student Debit;debit;16,0;Faro - Centro
152;539;2024-09-12;749,67;Lusitania Bank;2024-07-30;Premium Black Mastercard;premium credit;63,0;Braga - Centro
314;973;2028-09-10;2534,62;Lusitania Bank;2024-08-06;Infinite Visa;premium credit;;Coimbra - Baixa
105;587;2024-08-26;3986,42;Credito Nacional;2023-09-29;Corporate Mastercard;business credit;;Lisboa - Saldanha
61;910;2034-08-03;5406,5;Banco Atlantico;2025-04-07;Corporate Mastercard;business credit;128,0;Viseu - Rossio
325;327;2023-12-30;2652,19;Banco Atlantico;2021-05-30;Infinite Visa;premium credit;;Faro - Centro
175;919;2023-01-19;460,46;Banco Atlantico;2022-04-20;Golden Visa;credit;;Porto - Boavista
404;295;2023-10-08;40,36;Lusitania Bank;2022-01-04;Everyday Debit;debit;;Viseu - Rossio
235;640;2032-01-12;127,24;Banco Atlantico;2024-03-06;Student Debit;debit;;Faro - Centro
238;65;2024-11-08;633,56;FinPrime Bank;2024-08-11;Silver Mastercard;credit;;Aveiro - Forum
317;910;2024-12-19;3033,44;Banco Horizonte;2021-07-22;Corporate Mastercard;business credit;130,0;Setubal - Avenida Luisa Todi
317;910;2024-12-19;2328,66;Banco Horizonte;2021-07-22;Corporate Mastercard;business credit;138,0;Viseu - Rossio
401;210;2029-06-19;93,15;Banco Horizonte;2022-03-24;Everyday Debit;debit;;Leiria - Centro
469;399;2024-11-17;3447,73;Banco Atlantico;2021-04-10;Business Gold Mastercard;business credit;;Setubal - Avenida Luisa Todi
64;800;2033-03-15;439,78;FinPrime Bank;2025-12-31;Golden Visa;credit;;Leiria - Centro
330;865;2025-05-20;135,99;Nova Caixa;2022-11-04;Green Debit Card;debit;;Leiria - Centro
232;362;2024-05-27;64,74;FinPrime Bank;2021-03-07;Debit Plus;debit;16,0;Faro - Centro
165;192;2029-05-13;180,0;Credito Nacional;2025-03-27;Debit Plus;debit;;Porto - Boavista
225;120;2028-05-14;900,36;Credito Nacional;2024-07-02;Golden Visa;credit;;Guimaraes - Centro
161;962;2023-09-02;775,4;Banco Horizonte;2023-06-13;Travel Rewards Visa;credit;;Viseu - Rossio
335;994;2031-08-06;1681,25;Banco Horizonte;2025-11-17;Business Gold Mastercard;business credit;;Aveiro - Forum
73;248;2025-11-13;1061,23;Banco Atlantico;2023-07-15;Travel Rewards Visa;credit;51,0;Porto - Boavista
73;248;2028-01-23;794,03;Banco Atlantico;2023-07-15;Travel Rewards Visa;credit;167,0;Guimaraes - Centro
66;68;2031-09-16;100,77;Nova Caixa;2025-05-26;Visa Electron;debit;;Viseu - Rossio
173;789;2031-06-23;178,69;Banco Horizonte;2025-06-23;Business Debit;debit;;Braga - Centro
383;81;2024-04-25;478,86;Banco Horizonte;2022-02-07;Prepaid Travel Card;prepaid;84,0;Aveiro - Forum
383;81;2024-04-25;541,3;Banco Horizonte;2022-02-07;Prepaid Travel Card;prepaid;164,0;Aveiro - Forum
461;652;2035-07-05;27,7;Banco Horizonte;2025-07-19;Everyday Debit;debit;;Viseu - Rossio
185;867;2027-03-29;83,32;Banco Horizonte;2025-07-04;Visa Electron;debit;53,0;Braga - Centro
50;653;2025-04-01;41,73;Lusitania Bank;2023-07-22;Business Debit;debit;;Lisboa - Saldanha
68;60;2031-02-28;4526,79;Lusitania Bank;2022-06-07;Corporate Mastercard;business credit;8,0;Viseu - Rossio
63;335;2026-12-13;893,6;Credito Nacional;2025-03-31;Premium Black Mastercard;premium credit;104,0;Aveiro - Forum
124;998;2029-08-21;3877,86;FinPrime Bank;2026-01-26;Premium Black Mastercard;premium credit;6,0;Faro - Centro
124;998;2029-08-21;4500,0;FinPrime Bank;2026-01-26;Premium Black Mastercard;premium credit;10,0;Setubal - Avenida Luisa Todi
124;998;2034-04-28;2088,79;FinPrime Bank;2026-01-26;Premium Black Mastercard;premium credit;76,0;Faro - Centro
124;998;2035-09-18;2717,45;FinPrime Bank;2026-01-26;Premium Black Mastercard;premium credit;109,0;Leiria - Centro
138;678;2028-01-13;180,0;Nova Caixa;2021-10-09;Green Debit Card;debit;169,0;Leiria - Centro
146;875;2025-12-03;7000,0;Lusitania Bank;2023-02-03;Business Gold Mastercard;business credit;107,0;Guimaraes - Centro
146;875;2025-12-03;7000,0;Lusitania Bank;2023-02-03;Business Gold Mastercard;business credit;145,0;Coimbra - Baixa
316;369;2024-05-25;2998,06;FinPrime Bank;2024-04-03;Premium Black Mastercard;premium credit;;Leiria - Centro
489;295;2034-02-27;180,0;Credito Nacional;2025-11-13;Everyday Debit;debit;;Setubal - Avenida Luisa Todi
247;717;2031-06-09;1413,07;Banco Atlantico;2021-07-09;Platinum Visa;premium credit;114,0;Aveiro - Forum
315;868;2026-10-14;575,31;Credito Nacional;2023-12-15;Golden Visa;credit;;Coimbra - Baixa
24;935;2025-12-03;147,68;Nova Caixa;2023-01-01;Visa Electron;debit;;Aveiro - Forum
455;288;2026-01-06;821,14;Banco Horizonte;2024-08-02;Gold Mastercard;credit;;Faro - Centro
324;355;2032-03-25;129,62;Nova Caixa;2024-11-14;Green Debit Card;debit;;Braga - Centro
306;125;2027-01-31;146,21;Nova Caixa;2022-09-13;Everyday Debit;debit;61,0;Porto - Boavista
37;220;2034-06-09;1290,15;Banco Atlantico;2025-10-16;Gold Mastercard;credit;;Faro - Centro
439;777;2031-03-06;907,31;Banco Atlantico;2022-07-07;Premium Black Mastercard;premium credit;94,0;Aveiro - Forum
387;752;2032-08-22;3219,44;Credito Nacional;2026-01-11;Infinite Visa;premium credit;119,0;Leiria - Centro
149;632;2024-03-11;1669,79;Banco Horizonte;2021-02-27;Platinum Visa;premium credit;46,0;Faro - Centro
23;969;2022-03-26;105,11;Banco Horizonte;2021-12-30;Visa Electron;debit;;Setubal - Avenida Luisa Todi
251;554;2026-12-16;648,46;Banco Horizonte;2021-12-01;Travel Rewards Visa;credit;;Aveiro - Forum
483;336;2024-11-30;250,94;Credito Nacional;2023-08-23;Prepaid Travel Card;prepaid;;Aveiro - Forum
472;28;2025-08-09;67,84;FinPrime Bank;2022-04-27;Student Debit;debit;;Coimbra - Baixa
374;559;2021-09-09;135,22;Lusitania Bank;2021-03-28;Green Debit Card;debit;;Faro - Centro
66;582;2026-02-03;2105,52;Nova Caixa;2025-05-26;Infinite Visa;premium credit;;Porto - Boavista
415;71;2025-07-11;2021,88;Banco Atlantico;2023-06-18;Platinum Visa;premium credit;;Coimbra - Baixa
326;76;2026-02-07;3027,83;Lusitania Bank;2023-10-17;Business Gold Mastercard;business credit;9,0;Leiria - Centro
326;76;2025-04-30;4795,34;Lusitania Bank;2023-10-17;Business Gold Mastercard;business credit;62,0;Lisboa - Saldanha
30;302;2024-04-25;202,2;Nova Caixa;2022-12-27;Prepaid Travel Card;prepaid;33,0;Braga - Centro
219;77;2024-08-14;7000,0;Credito Nacional;2024-04-14;Corporate Mastercard;business credit;;Aveiro - Forum
128;165;2023-04-11;1650,39;Lusitania Bank;2022-02-10;Premium Black Mastercard;premium credit;;Leiria - Centro
62;99;2026-02-02;650,76;Lusitania Bank;2021-11-02;Silver Mastercard;credit;;Viseu - Rossio
478;815;2025-05-27;818,63;FinPrime Bank;2023-05-22;Gold Mastercard;credit;40,0;Setubal - Avenida Luisa Todi
403;251;2025-10-04;392,86;Banco Atlantico;2024-03-10;Prepaid Travel Card;prepaid;147,0;Guimaraes - Centro
53;864;2024-12-06;738,92;Banco Horizonte;2022-10-10;Silver Mastercard;credit;;Braga - Centro
423;105;2023-02-01;2036,19;Credito Nacional;2022-12-28;Platinum Visa;premium credit;;Porto - Boavista
55;10;2024-12-02;1391,6;Banco Atlantico;2023-03-29;Travel Rewards Visa;credit;;Braga - Centro
245;428;2024-08-26;735,47;Banco Horizonte;2022-11-17;Platinum Visa;premium credit;;Setubal - Avenida Luisa Todi
203;882;2024-07-20;69,34;Banco Horizonte;2021-10-16;Green Debit Card;debit;70,0;Setubal - Avenida Luisa Todi
328;879;2026-05-03;1515,91;FinPrime Bank;2022-01-20;Premium Black Mastercard;premium credit;;Lisboa - Saldanha
311;85;2023-06-30;75,54;Banco Horizonte;2021-03-26;Visa Electron;debit;;Aveiro - Forum
237;810;2021-11-01;180,0;Credito Nacional;2021-03-24;Student Debit;debit;;Coimbra - Baixa
354;490;2028-07-22;575,8;Nova Caixa;2024-05-30;Silver Mastercard;credit;60,0;Setubal - Avenida Luisa Todi
407;339;2024-05-29;772,76;Banco Horizonte;2021-07-11;Gold Mastercard;credit;;Viseu - Rossio
95;306;2025-11-19;121,64;Banco Horizonte;2024-10-30;Visa Electron;debit;180,0;Setubal - Avenida Luisa Todi
462;721;2029-08-22;62,51;Nova Caixa;2023-05-10;Business Debit;debit;;Lisboa - Saldanha
144;450;2032-02-08;1139,11;Nova Caixa;2025-05-31;Business Gold Mastercard;business credit;129,0;Leiria - Centro
144;450;2027-12-05;994,74;Nova Caixa;2025-05-31;Business Gold Mastercard;business credit;194,0;Aveiro - Forum
279;598;2027-02-10;4457,53;Credito Nacional;2025-06-30;Platinum Visa;premium credit;;Viseu - Rossio
85;794;2026-08-13;2872,8;Banco Atlantico;2025-07-16;Premium Black Mastercard;premium credit;;Coimbra - Baixa
86;328;2027-09-07;78,52;Lusitania Bank;2023-09-25;Debit Plus;debit;152,0;Lisboa - Saldanha
312;684;2029-04-04;1929,9;Nova Caixa;2025-07-26;Infinite Visa;premium credit;;Leiria - Centro
34;704;2032-11-10;60,47;FinPrime Bank;2025-10-16;Business Debit;debit;;Aveiro - Forum
24;373;2026-09-03;878,04;Nova Caixa;2023-01-01;Gold Mastercard;credit;;Lisboa - Saldanha
241;836;2024-03-05;3287,29;Banco Atlantico;2021-03-23;Platinum Visa;premium credit;;Guimaraes - Centro
359;369;2031-12-15;1463,58;Banco Horizonte;2025-10-13;Premium Black Mastercard;premium credit;171,0;Porto - Boavista
364;218;2029-08-17;921,71;FinPrime Bank;2025-12-04;Silver Mastercard;credit;102,0;Lisboa - Saldanha
279;129;2030-01-28;525,99;Credito Nacional;2025-06-30;Travel Rewards Visa;credit;;Braga - Centro
273;867;2023-01-06;88,37;Credito Nacional;2022-05-05;Visa Electron;debit;;Guimaraes - Centro
442;241;2028-10-27;1729,76;FinPrime Bank;2025-02-28;Platinum Visa;premium credit;;Braga - Centro
248;898;2030-07-08;1276,18;Lusitania Bank;2022-08-09;Silver Mastercard;credit;;Porto - Boavista
383;909;2024-03-03;3588,62;Banco Horizonte;2022-02-07;Business Gold Mastercard;business credit;84,0;Aveiro - Forum
383;909;2024-03-03;2010,48;Banco Horizonte;2022-02-07;Business Gold Mastercard;business credit;164,0;Aveiro - Forum
409;695;2029-07-24;88,75;Banco Atlantico;2022-04-18;Green Debit Card;debit;;Leiria - Centro
51;250;2033-08-22;3751,35;Credito Nacional;2025-09-18;Premium Black Mastercard;premium credit;;Viseu - Rossio
30;871;2025-06-01;1251,82;Nova Caixa;2022-12-27;Infinite Visa;premium credit;33,0;Braga - Centro
323;365;2025-04-12;3115,66;Banco Horizonte;2022-03-16;Business Gold Mastercard;business credit;;Leiria - Centro
454;605;2026-02-12;663,93;FinPrime Bank;2023-06-10;Travel Rewards Visa;credit;115,0;Coimbra - Baixa
407;525;2024-04-04;102,74;Banco Horizonte;2021-07-11;Green Debit Card;debit;;Porto - Boavista
465;256;2028-07-09;728,38;Credito Nacional;2025-06-28;Golden Visa;credit;;Viseu - Rossio
404;382;2023-07-18;4293,34;Lusitania Bank;2022-01-04;Business Gold Mastercard;business credit;;Braga - Centro
341;400;2032-09-21;2498,8;Banco Horizonte;2024-10-17;Corporate Mastercard;business credit;179,0;Leiria - Centro
139;854;2028-08-28;2100,19;Banco Atlantico;2023-07-22;Infinite Visa;premium credit;173,0;Braga - Centro
292;946;2029-03-15;83,46;FinPrime Bank;2025-06-11;Student Debit;debit;151,0;Porto - Boavista
311;230;2028-03-25;7000,0;Banco Horizonte;2021-03-26;Corporate Mastercard;business credit;;Braga - Centro
311;275;2024-02-20;2677,74;Banco Horizonte;2021-03-26;Platinum Visa;premium credit;;Viseu - Rossio
330;528;2023-11-15;1235,62;Nova Caixa;2022-11-04;Golden Visa;credit;;Viseu - Rossio
56;885;2035-10-17;1600,0;Lusitania Bank;2025-10-26;Golden Visa;credit;;Coimbra - Baixa
318;455;2026-07-26;351,58;Nova Caixa;2024-07-05;Prepaid Travel Card;prepaid;;Guimaraes - Centro
446;707;2023-10-26;722,25;Lusitania Bank;2021-08-22;Travel Rewards Visa;credit;;Guimaraes - Centro
70;750;2021-12-12;494,44;FinPrime Bank;2021-08-27;Classic Visa;credit;;Aveiro - Forum
321;205;2023-06-18;437,25;Credito Nacional;2022-11-25;Golden Visa;credit;120,0;Setubal - Avenida Luisa Todi
142;24;2025-11-06;31,44;FinPrime Bank;2022-05-12;Business Debit;debit;162,0;Lisboa - Saldanha
473;758;2029-02-14;1260,65;Banco Horizonte;2024-05-16;Travel Rewards Visa;credit;;Lisboa - Saldanha
93;583;2024-11-08;116,28;Credito Nacional;2024-10-06;Debit Plus;debit;;Faro - Centro
29;469;2029-11-17;720,96;Banco Horizonte;2024-06-09;Travel Rewards Visa;credit;;Viseu - Rossio
7;118;2029-04-11;711,87;Banco Atlantico;2025-06-15;Gold Mastercard;credit;;Setubal - Avenida Luisa Todi
176;652;2034-01-26;56,09;Lusitania Bank;2024-12-29;Everyday Debit;debit;56,0;Faro - Centro
376;329;2028-05-02;118,51;FinPrime Bank;2024-07-27;Everyday Debit;debit;;Porto - Boavista
445;546;2025-08-14;599,48;Banco Atlantico;2022-11-03;Classic Visa;credit;105,0;Coimbra - Baixa
5;378;2024-11-30;2007,79;Banco Horizonte;2021-04-07;Infinite Visa;premium credit;;Aveiro - Forum
451;232;2023-12-29;53,1;Banco Atlantico;2021-04-05;Student Debit;debit;;Lisboa - Saldanha
285;347;2023-10-12;57,94;Credito Nacional;2021-08-27;Business Debit;debit;178,0;Viseu - Rossio
249;524;2024-12-28;1290,44;Credito Nacional;2023-04-28;Silver Mastercard;credit;;Setubal - Avenida Luisa Todi
264;281;2025-04-27;6235,37;Nova Caixa;2023-03-14;Corporate Mastercard;business credit;;Lisboa - Saldanha
166;788;2025-12-28;49,83;FinPrime Bank;2023-01-25;Everyday Debit;debit;44,0;Aveiro - Forum
324;180;2029-01-25;1090,3;Nova Caixa;2024-11-14;Travel Rewards Visa;credit;;Coimbra - Baixa
262;378;2024-04-28;1581,86;FinPrime Bank;2021-11-03;Infinite Visa;premium credit;;Lisboa - Saldanha
462;247;2023-10-20;2786,19;Nova Caixa;2023-05-10;Corporate Mastercard;business credit;;Guimaraes - Centro
375;650;2025-08-02;4174,54;Credito Nacional;2021-07-14;Infinite Visa;premium credit;177,0;Guimaraes - Centro
493;683;2024-04-26;1984,72;Banco Atlantico;2022-04-10;Platinum Visa;premium credit;124,0;Aveiro - Forum
493;683;2025-03-22;1976,52;Banco Atlantico;2022-04-10;Platinum Visa;premium credit;197,0;Guimaraes - Centro
285;162;2022-06-18;1573,31;Credito Nacional;2021-08-27;Corporate Mastercard;business credit;178,0;Viseu - Rossio
41;170;2025-05-10;78,12;Banco Horizonte;2024-03-04;Visa Electron;debit;155,0;Coimbra - Baixa
481;556;2022-09-06;1674,93;Banco Atlantico;2021-08-03;Premium Black Mastercard;premium credit;37,0;Guimaraes - Centro
180;694;2032-07-29;1019,01;Nova Caixa;2025-11-09;Silver Mastercard;credit;;Braga - Centro
288;315;2023-03-24;2726,07;Nova Caixa;2022-04-17;Corporate Mastercard;business credit;;Coimbra - Baixa
300;745;2034-09-08;1493,52;Nova Caixa;2025-10-22;Silver Mastercard;credit;;Coimbra - Baixa
69;973;2022-06-21;2791,65;Credito Nacional;2021-03-27;Infinite Visa;premium credit;;Coimbra - Baixa
317;517;2022-03-18;102,08;Banco Horizonte;2021-07-22;Business Debit;debit;130,0;Setubal - Avenida Luisa Todi
317;517;2022-03-18;131,44;Banco Horizonte;2021-07-22;Business Debit;debit;138,0;Viseu - Rossio
347;783;2029-05-02;895,48;Banco Horizonte;2021-11-11;Golden Visa;credit;;Lisboa - Saldanha
266;451;2029-04-14;5142,92;Lusitania Bank;2025-03-14;Corporate Mastercard;business credit;;Coimbra - Baixa
425;140;2029-10-16;2127,45;Banco Horizonte;2026-01-08;Infinite Visa;premium credit;182,0;Lisboa - Saldanha
34;637;2029-01-03;3420,75;FinPrime Bank;2025-10-16;Business Gold Mastercard;business credit;;Faro - Centro
486;283;2035-01-25;61,85;Nova Caixa;2025-10-03;Student Debit;debit;;Aveiro - Forum
113;999;2029-12-10;216,94;Banco Horizonte;2026-02-15;Prepaid Travel Card;prepaid;;Aveiro - Forum
90;561;2025-04-15;177,22;Nova Caixa;2022-02-14;Visa Electron;debit;;Porto - Boavista
121;673;2025-08-14;1022,82;Banco Atlantico;2024-09-02;Travel Rewards Visa;credit;;Setubal - Avenida Luisa Todi
300;618;2034-10-15;42,85;Nova Caixa;2025-10-22;Everyday Debit;debit;;Guimaraes - Centro
106;550;2025-04-20;156,96;FinPrime Bank;2022-06-07;Everyday Debit;debit;140,0;Setubal - Avenida Luisa Todi
134;837;2021-06-10;2438,15;Lusitania Bank;2021-03-08;Infinite Visa;premium credit;132,0;Lisboa - Saldanha
226;454;2024-05-04;1540,65;FinPrime Bank;2022-02-05;Premium Black Mastercard;premium credit;38,0;Viseu - Rossio
466;926;2024-12-01;7000,0;FinPrime Bank;2021-06-19;Business Gold Mastercard;business credit;;Porto - Boavista
346;614;2030-11-06;1519,84;FinPrime Bank;2025-04-15;Classic Visa;credit;;Braga - Centro
207;578;2023-03-14;134,95;Credito Nacional;2022-08-31;Visa Electron;debit;;Aveiro - Forum
468;866;2034-03-12;876,99;Nova Caixa;2025-08-04;Gold Mastercard;credit;;Guimaraes - Centro
461;350;2029-12-14;960,22;Banco Horizonte;2025-07-19;Travel Rewards Visa;credit;;Viseu - Rossio
298;597;2025-06-22;274,12;FinPrime Bank;2023-07-28;Classic Visa;credit;170,0;Setubal - Avenida Luisa Todi
413;132;2027-04-19;450,7;Banco Horizonte;2024-03-17;Prepaid Travel Card;prepaid;88,0;Viseu - Rossio
413;132;2028-05-28;339,36;Banco Horizonte;2024-03-17;Prepaid Travel Card;prepaid;154,0;Aveiro - Forum
471;89;2032-07-07;2584,86;Credito Nacional;2023-01-27;Infinite Visa;premium credit;35,0;Coimbra - Baixa
471;89;2029-07-03;2557,75;Credito Nacional;2023-01-27;Infinite Visa;premium credit;142,0;Lisboa - Saldanha
471;89;2028-09-04;1811,67;Credito Nacional;2023-01-27;Infinite Visa;premium credit;168,0;Viseu - Rossio
234;141;2025-07-08;57,54;Nova Caixa;2023-05-05;Debit Plus;debit;;Coimbra - Baixa
261;527;2034-05-08;96,89;Credito Nacional;2025-12-14;Visa Electron;debit;;Lisboa - Saldanha
445;171;2022-12-06;415,86;Banco Atlantico;2022-11-03;Golden Visa;credit;105,0;Coimbra - Baixa
337;434;2024-03-21;4115,71;Banco Atlantico;2024-01-02;Corporate Mastercard;business credit;125,0;Coimbra - Baixa
82;225;2023-07-13;1369,48;FinPrime Bank;2021-09-30;Infinite Visa;premium credit;;Leiria - Centro
8;812;2032-03-28;502,51;Lusitania Bank;2026-02-05;Prepaid Travel Card;prepaid;32,0;Lisboa - Saldanha
8;812;2028-04-06;151,92;Lusitania Bank;2026-02-05;Prepaid Travel Card;prepaid;135,0;Coimbra - Baixa
155;229;2028-09-18;3497,75;Banco Horizonte;2025-08-06;Business Gold Mastercard;business credit;;Lisboa - Saldanha
151;245;2027-09-29;96,03;Banco Atlantico;2025-11-20;Business Debit;debit;;Coimbra - Baixa
46;880;2029-12-01;570,36;FinPrime Bank;2021-12-01;Prepaid Travel Card;prepaid;;Viseu - Rossio
319;593;2025-03-05;105,11;Banco Atlantico;2021-03-27;Green Debit Card;debit;150,0;Setubal - Avenida Luisa Todi
92;929;2027-08-26;61,59;Lusitania Bank;2026-01-23;Student Debit;debit;71,0;Porto - Boavista
154;655;2024-02-26;2288,9;FinPrime Bank;2022-06-08;Corporate Mastercard;business credit;19,0;Leiria - Centro
25;441;2031-06-19;1600,0;Banco Atlantico;2025-05-09;Gold Mastercard;credit;95,0;Coimbra - Baixa
309;791;2030-01-16;3509,22;Credito Nacional;2025-08-01;Corporate Mastercard;business credit;;Aveiro - Forum
111;272;2033-12-23;83,94;Credito Nacional;2024-11-16;Visa Electron;debit;;Lisboa - Saldanha
18;544;2023-12-15;65,35;Nova Caixa;2022-09-25;Visa Electron;debit;;Leiria - Centro
494;503;2032-03-02;441,72;Lusitania Bank;2022-09-08;Travel Rewards Visa;credit;188,0;Viseu - Rossio
406;64;2032-07-11;600,0;FinPrime Bank;2023-02-02;Prepaid Travel Card;prepaid;;Coimbra - Baixa
